Mon Aug 26 13:13:00 2013||aeth||None
Mon Aug 26 13:14:00 2013||aeth||[1377548040.0, '"26-aug-13"', '"12:13"', 1396.0, 3.7999999999999998, 0.0218, 1.4715, 0.021899999999999999, 0.79790000000000005, 1.0, 4.3479999999999999]||'1377548040,"26-aug-13","12:13",  1396,  3.8, 0.0218, 1.4715, 0.0219,  .7979, 1.00, 4.348\r\n'
Mon Aug 26 13:15:00 2013||aeth||[1377548100.0, '"26-aug-13"', '"12:14"', 1198.0, 3.7999999999999998, 0.0218, 1.4682999999999999, 0.021899999999999999, 0.79730000000000001, 1.0, 4.5010000000000003]||'1377548100,"26-aug-13","12:14",  1198,  3.8, 0.0218, 1.4683, 0.0219,  .7973, 1.00, 4.501\r\n'
Mon Aug 26 13:16:00 2013||aeth||[1377548160.0, '"26-aug-13"', '"12:15"', 1598.0, 3.7999999999999998, 0.0218, 1.4649000000000001, 0.021899999999999999, 0.79710000000000003, 1.0, 4.7039999999999997]||'1377548160,"26-aug-13","12:15",  1598,  3.8, 0.0218, 1.4649, 0.0219,  .7971, 1.00, 4.704\r\n'
Mon Aug 26 13:17:00 2013||aeth||[1377548220.0, '"26-aug-13"', '"12:16"', 1404.0, 3.7999999999999998, 0.0218, 1.4622999999999999, 0.021899999999999999, 0.79710000000000003, 1.0, 4.883]||'1377548220,"26-aug-13","12:16",  1404,  3.8, 0.0218, 1.4623, 0.0219,  .7971, 1.00, 4.883\r\n'
Mon Aug 26 13:18:00 2013||aeth||[1377548280.0, '"26-aug-13"', '"12:17"', 1110.0, 3.7999999999999998, 0.0218, 1.4601, 0.021899999999999999, 0.79700000000000004, 1.0, 5.024]||'1377548280,"26-aug-13","12:17",  1110,  3.8, 0.0218, 1.4601, 0.0219,  .7970, 1.00, 5.024\r\n'
Mon Aug 26 13:19:00 2013||aeth||[1377548340.0, '"26-aug-13"', '"12:18"', 1188.0, 3.7999999999999998, 0.0218, 1.4570000000000001, 0.021899999999999999, 0.79649999999999999, 1.0, 5.1749999999999998]||'1377548340,"26-aug-13","12:18",  1188,  3.8, 0.0218, 1.4570, 0.0219,  .7965, 1.00, 5.175\r\n'
Mon Aug 26 13:20:00 2013||aeth||[1377548400.0, '"26-aug-13"', '"12:19"', 1101.0, 3.7999999999999998, 0.0218, 1.4544999999999999, 0.021899999999999999, 0.79620000000000002, 1.0, 5.3150000000000004]||'1377548400,"26-aug-13","12:19",  1101,  3.8, 0.0218, 1.4545, 0.0219,  .7962, 1.00, 5.315\r\n'
Mon Aug 26 13:21:00 2013||aeth||[1377548460.0, '"26-aug-13"', '"12:20"', 1607.0, 3.7999999999999998, 0.0218, 1.4516, 0.021899999999999999, 0.79630000000000001, 1.0, 5.5199999999999996]||'1377548460,"26-aug-13","12:20",  1607,  3.8, 0.0218, 1.4516, 0.0219,  .7963, 1.00, 5.520\r\n'
Mon Aug 26 13:22:00 2013||aeth||[1377548520.0, '"26-aug-13"', '"12:21"', 1790.0, 3.7999999999999998, 0.0218, 1.4480999999999999, 0.021899999999999999, 0.79610000000000003, 1.0, 5.7469999999999999]||'1377548520,"26-aug-13","12:21",  1790,  3.8, 0.0218, 1.4481, 0.0219,  .7961, 1.00, 5.747\r\n'
Mon Aug 26 13:23:00 2013||aeth||[1377548580.0, '"26-aug-13"', '"12:22"', 3201.0, 3.7999999999999998, 0.0218, 1.4413, 0.021899999999999999, 0.79559999999999997, 1.0, 6.1550000000000002]||'1377548580,"26-aug-13","12:22",  3201,  3.8, 0.0218, 1.4413, 0.0219,  .7956, 1.00, 6.155\r\n'
Mon Aug 26 13:24:00 2013||aeth||[1377548640.0, '"26-aug-13"', '"12:23"', 5020.0, 3.7999999999999998, 0.0218, 1.4318, 0.021899999999999999, 0.79530000000000001, 1.0, 6.7930000000000001]||'1377548640,"26-aug-13","12:23",  5020,  3.8, 0.0218, 1.4318, 0.0219,  .7953, 1.00, 6.793\r\n'
Mon Aug 26 13:25:00 2013||aeth||[1377548700.0, '"26-aug-13"', '"12:24"', 5187.0, 3.7999999999999998, 0.0218, 1.4226000000000001, 0.021899999999999999, 0.79530000000000001, 1.0, 7.4530000000000003]||'1377548700,"26-aug-13","12:24",  5187,  3.8, 0.0218, 1.4226, 0.0219,  .7953, 1.00, 7.453\r\n'
Mon Aug 26 13:26:00 2013||aeth||[1377548760.0, '"26-aug-13"', '"12:25"', 7537.0, 3.7999999999999998, 0.0218, 1.4091, 0.021899999999999999, 0.79530000000000001, 1.0, 8.4109999999999996]||'1377548760,"26-aug-13","12:25",  7537,  3.8, 0.0218, 1.4091, 0.0219,  .7953, 1.00, 8.411\r\n'
Mon Aug 26 13:27:00 2013||aeth||[1377548820.0, '"26-aug-13"', '"12:26"', 3732.0, 3.7999999999999998, 0.0218, 1.4014, 0.021899999999999999, 0.79469999999999996, 1.0, 8.8859999999999992]||'1377548820,"26-aug-13","12:26",  3732,  3.8, 0.0218, 1.4014, 0.0219,  .7947, 1.00, 8.886\r\n'
Mon Aug 26 13:28:00 2013||aeth||[1377548880.0, '"26-aug-13"', '"12:27"', 1627.0, 3.7999999999999998, 0.0218, 1.3982000000000001, 0.021899999999999999, 0.7944, 1.0, 9.0920000000000005]||'1377548880,"26-aug-13","12:27",  1627,  3.8, 0.0218, 1.3982, 0.0219,  .7944, 1.00, 9.092\r\n'
Mon Aug 26 13:29:00 2013||aeth||[1377548940.0, '"26-aug-13"', '"12:28"', 1491.0, 3.7999999999999998, 0.0218, 1.3956999999999999, 0.021899999999999999, 0.79449999999999998, 1.0, 9.282]||'1377548940,"26-aug-13","12:28",  1491,  3.8, 0.0218, 1.3957, 0.0219,  .7945, 1.00, 9.282\r\n'
